Date,close,composite,position,daily_ret,portfolio,rf_signal,xgb_signal
2024-04-19,483.3955993652344,-0.009334774923529873,0.0,-0.0,100490.62490876875,0.001440704289627337,-0.0185709
2024-04-22,487.8472900390625,-0.030883935303587795,0.0,0.0,100490.62490876875,-0.045249143200498165,-0.0185709
2024-04-23,493.6363830566406,0.01941971362465677,0.0,0.0,100490.62490876875,0.049972449658385154,-0.006768346
2024-04-24,493.402099609375,0.005104799339165249,0.0,-0.0,100490.62490876875,0.018956802039820198,-0.006768346
2024-04-25,491.5277099609375,0.00010005019356060359,0.0,-0.0,100490.62490876875,0.026073925974038292,-0.022163272
2024-04-26,496.1843566894531,-0.07471414587158896,0.0,0.0,100490.62490876875,-0.10758235778471859,-0.046541393
2024-04-29,497.94158935546875,0.0045283751250324075,0.0,0.0,100490.62490876875,0.0012799090029999016,0.0073127747
2024-04-30,490.0535888671875,0.026588535606104323,0.0,-0.0,100490.62490876875,0.02831000948781709,0.025112987
2024-05-01,488.46234130859375,-0.07050479603276966,0.0,-0.0,100490.62490876875,-0.10543982681642328,-0.040560484
2024-05-02,493.0311279296875,-0.05212666145094165,0.0,0.0,100490.62490876875,-0.08904946208772241,-0.020478547
2024-05-03,499.1424255371094,0.006686347388246318,0.0,0.0,100490.62490876875,0.00595551557329671,0.0073127747
2024-05-06,504.2969970703125,-0.0053046500168256825,0.0,0.0,100490.62490876875,-0.022251192418505206,0.009220958
2024-05-07,504.8533935546875,0.01724532991051354,0.0,0.0,100490.62490876875,0.008066397147370397,0.025112987
2024-05-08,504.9021911621094,-0.020483819328764682,0.0,0.0,100490.62490876875,-0.05572115379559578,0.00971961
2024-05-09,507.81134033203125,-0.012960493134957783,0.0,0.0,100490.62490876875,-0.001236050390125809,-0.023010015
2024-05-10,508.4655456542969,0.0006892377113296031,0.0,0.0,100490.62490876875,-0.006563967769759982,0.006906271
2024-05-13,508.53387451171875,-0.00934173377670479,0.0,0.0,100490.62490876875,-0.028297739327167837,0.006906271
2024-05-14,510.8670349121094,0.03186081158483642,0.0,0.0,100490.62490876875,0.06873399349672932,0.0002552271
2024-05-15,517.1931762695312,-0.07914638257502661,0.0,0.0,100490.62490876875,-0.11936001409131436,-0.044677556
2024-05-16,516.1290283203125,-0.07825741068082094,0.0,-0.0,100490.62490876875,-0.10104981336699842,-0.058721066
2024-05-17,516.8709106445312,-0.04840843826120187,0.0,0.0,100490.62490876875,-0.07218337778350736,-0.028029919
2024-05-20,517.4664306640625,-0.05788493738526961,0.0,0.0,100490.62490876875,-0.05690945455997054,-0.058721066
2024-05-21,518.735595703125,6.075373262409341e-05,0.0,0.0,100490.62490876875,-0.013657484248920992,0.011819243
2024-05-22,517.2418212890625,0.008844843042231647,0.0,-0.0,100490.62490876875,0.005374709255228705,0.011819243
2024-05-23,513.4638671875,-0.016418713350214297,0.0,-0.0,100490.62490876875,-0.08515278403105514,0.042496204
2024-05-24,516.8612060546875,-0.004987112445166894,0.0,0.0,100490.62490876875,-0.005828313183934397,-0.0042660832
2024-05-28,517.2223510742188,0.016831045191935397,0.0,0.0,100490.62490876875,0.033358465124976644,0.0026646852
2024-05-29,513.6005249023438,0.03588683840307467,0.0,-0.0,100490.62490876875,0.028175911434404288,0.042496204
2024-05-30,510.1934814453125,0.03703063925198066,0.0,-0.0,100490.62490876875,0.015601927375110514,0.055398107
2024-05-31,514.84033203125,0.004899685028158757,0.0,0.0,100490.62490876875,0.002705951160609843,0.0067800283
2024-06-03,515.2601928710938,0.015307132911022642,0.0,0.0,100490.62490876875,0.05122313874419693,-0.015478015
2024-06-04,515.8361206054688,0.02638009420348327,0.0,0.0,100490.62490876875,0.0700672268984559,-0.01106602
2024-06-05,521.9668579101562,0.04566029346838836,0.0,0.0,100490.62490876875,0.11184099197241693,-0.01106602
2024-06-06,521.9572143554688,-0.023048514080987115,0.0,-0.0,100490.62490876875,0.002185367645771208,-0.044677556
2024-06-07,521.3226318359375,0.04396890892172514,0.0,-0.0,100490.62490876875,0.06505471934312013,0.025895357
2024-06-10,522.9332885742188,0.037672433672602874,0.0,0.0,100490.62490876875,0.013294132954101867,0.05856812
2024-06-11,524.1927490234375,0.05152101052614403,0.0,0.0,100490.62490876875,0.04329938280344103,0.05856812
2024-06-12,528.4979858398438,0.04524159768609994,0.0,0.0,100490.62490876875,0.029693988316678854,0.05856812
2024-06-13,529.5621337890625,-0.03896361735039764,0.0,0.0,100490.62490876875,-0.0400230419395029,-0.03805554
2024-06-14,529.88427734375,-0.0753052795302389,0.0,0.0,100490.62490876875,-0.11876330999582563,-0.03805554
2024-06-17,534.1015014648438,0.002193831519721183,0.0,0.0,100490.62490876875,-0.025457948361221783,0.025895357
2024-06-18,535.4585571289062,-0.041439073826858575,0.0,0.0,100490.62490876875,-0.03766084513695028,-0.044677556
2024-06-20,534.0039672851562,-0.007653163534010224,0.0,-0.0,100490.62490876875,-0.046793104310973166,0.025895357
2024-06-21,533.2880249023438,-0.04340943985764894,0.0,-0.0,100490.62490876875,-0.04965565737188071,-0.03805554
2024-06-24,531.554443359375,-0.050768458400530736,0.0,-0.0,100490.62490876875,-0.09101855857616009,-0.016268373
2024-06-25,533.6015014648438,-0.0030993229730089836,0.0,0.0,100490.62490876875,-0.008554777926555679,0.0015767813
2024-06-26,534.2674560546875,0.010238182969153109,0.0,0.0,100490.62490876875,-0.046146743570039284,0.05856812
2024-06-27,535.1097412109375,0.0061944600317675015,0.0,0.0,100490.62490876875,-0.0549081432677081,0.05856812
2024-06-28,533.0039672851562,0.010056508523265164,0.0,-0.0,100490.62490876875,-0.04654037153612983,0.05856812
2024-07-01,534.100830078125,-0.04024890354408132,0.0,0.0,100490.62490876875,-0.06822618972051969,-0.016268373
2024-07-02,537.6953125,-0.028795988408662765,0.0,0.0,100490.62490876875,-0.051149186760715726,-0.009636104
2024-07-03,540.0948486328125,-0.035186331778974476,0.0,0.0,100490.62490876875,-0.05725728422945486,-0.016268373
2024-07-05,543.2093505859375,0.012614136617476965,0.0,0.0,100490.62490876875,-0.04099884399867093,0.05856812
2024-07-08,543.8360595703125,-0.018910312133073655,0.0,0.0,100490.62490876875,-0.029730221496939324,-0.009636104
2024-07-09,544.3650512695312,-0.01008589682443718,0.0,0.0,100490.62490876875,-0.09018224978948491,0.05856812
2024-07-10,549.7516479492188,0.018149364750538233,0.0,0.0,100490.62490876875,-0.029005849710371512,0.05856812
2024-07-11,545.0112915039062,-0.025870867966665902,0.0,-0.0,100490.62490876875,-0.04481142580305586,-0.009636104
2024-07-12,548.448974609375,-0.02669957645003369,0.0,0.0,100490.62490876875,-0.08030425802607805,0.019247293
2024-07-15,549.957275390625,-0.010590832154374662,0.0,0.0,100490.62490876875,-0.01170468154309151,-0.009636104
2024-07-16,553.2186279296875,-0.04367974854079584,0.0,0.0,100490.62490876875,-0.07565968721340116,-0.016268373
2024-07-17,545.4618530273438,-0.018471144858124677,0.0,-0.0,100490.62490876875,-0.021041045900946964,-0.016268373
2024-07-18,541.27001953125,-0.06572570320038054,0.0,-0.0,100490.62490876875,-0.10656743398786367,-0.030718505
2024-07-19,537.6757202148438,0.018684977703401974,0.0,-0.0,100490.62490876875,0.050696788127293835,-0.008753717
2024-07-22,543.2190551757812,0.017346205395289152,0.0,0.0,100490.62490876875,0.02619591803414334,0.009760737
2024-07-23,542.3670043945312,0.09876776738184154,0.0,-0.0,100490.62490876875,0.1677260217431965,0.039660692
2024-07-24,530.0755004882812,0.043896669459171485,0.0,-0.0,100490.62490876875,0.1080198066191137,-0.01106602
2024-07-25,527.313720703125,-0.06972021946946888,0.0,-0.0,100490.62490876875,-0.05900132021195592,-0.07890785
2024-07-26,533.219482421875,0.003997757675976228,0.0,0.0,100490.62490876875,-0.002725718691034662,0.009760737
2024-07-29,533.5328979492188,0.04593956094141747,0.0,0.0,100490.62490876875,0.07018911023111357,0.025154233
2024-07-30,530.8297729492188,0.008704119633063457,0.0,-0.0,100490.62490876875,0.028291857612716187,-0.00808537
2024-07-31,539.4581298828125,0.012126188676361881,0.0,0.0,100490.62490876875,0.03570634053986277,-0.00808537
2024-08-01,531.8189697265625,-0.015875970736493623,0.0,-0.0,100490.62490876875,-0.018520709607261654,-0.013609052
2024-08-02,521.9172973632812,-0.03978093464470845,0.0,-0.0,100490.62490876875,-0.04109440576841472,-0.038655102
2024-08-05,506.7171630859375,-0.08584755472092111,0.0,-0.0,100490.62490876875,-0.09394387992343572,-0.07890785
2024-08-06,511.388916015625,-0.06762519406219294,0.0,0.0,100490.62490876875,-0.09745436252855527,-0.042057335
2024-08-07,507.97076416015625,0.0248508498548725,0.0,-0.0,100490.62490876875,0.04358598575377404,0.008792162
2024-08-08,519.7136840820312,0.0023708572314780412,0.0,0.0,100490.62490876875,0.008840491279062612,-0.0031745434
2024-08-09,522.00537109375,0.06204134063393424,0.0,0.0,100490.62490876875,0.12613179927752605,0.007106662
2024-08-12,522.27978515625,0.0002599621025609946,0.0,0.0,100490.62490876875,0.024195022627753415,-0.020255804
2024-08-13,530.8688354492188,-0.013655157593938157,0.0,0.0,100490.62490876875,-0.005954403381328077,-0.020255804
2024-08-14,532.543701171875,-0.0315768408963997,0.0,0.0,100490.62490876875,-0.0627462987513831,-0.0048601627
2024-08-15,541.6715698242188,-0.054838380045594555,0.0,0.0,100490.62490876875,-0.10914316289122289,-0.008291423
2024-08-16,542.8861083984375,-0.05420629179926465,0.0,0.0,100490.62490876875,-0.08204819419958981,-0.030341804
2024-08-19,548.0767822265625,-0.0863684967408151,0.0,0.0,100490.62490876875,-0.13379440735188486,-0.045717716
2024-08-20,547.185546875,-0.015043714242503307,0.0,-0.0,100490.62490876875,-0.062407089896537926,0.025553465
2024-08-21,549.0659790039062,-0.022727353865629706,0.0,0.0,100490.62490876875,-0.03548345390813906,-0.011793554
2024-08-22,544.7567749023438,-0.034807183583052036,0.0,-0.0,100490.62490876875,-0.056949896466918115,-0.015827715
2024-08-23,550.5447998046875,0.006371695935008963,0.0,0.0,100490.62490876875,-0.024904239705765496,0.03317964
2024-08-26,549.2325439453125,-0.016303290543868313,0.0,-0.0,100490.62490876875,-0.04659561068364054,0.009661555
2024-08-27,549.9866943359375,0.02222368013695516,0.0,0.0,100490.62490876875,0.018338931258955415,0.025553465
2024-08-28,546.7938232421875,0.05356686530597349,0.0,-0.0,100490.62490876875,0.08624916579182845,0.025553465
2024-08-29,546.8427734375,0.025803867795797766,0.0,0.0,100490.62490876875,0.007414835963567679,0.041565895
